NumLeft,FieldAreaLeft,ItemSurfaceAreaLeft,NumRight,FieldAreaRight,ItemSurfaceAreaRight,Ratio L/R,LogRatio,Log - Normalized,Difficulty Coefficient,,
45,"15,625",19.24,21,"6,944.44",19.24,2.14,0.33,0.21,0.79,,
45,"15,625",19.24,21,"8,402.78",19.24,2.14,0.33,0.21,0.79,,
45,"15,625",19.24,27,"10,000",19.24,1.67,0.22,0.14,0.86,,
45,"15,625",19.24,37,"11,736.11",19.24,1.22,0.09,0.05,0.95,,
45,"15,625",19.24,37,"13,611.11",19.24,1.22,0.09,0.05,0.95,,
45,"15,625",19.24,45,"15,625",19.24,1.00,0.00,0.00,1.00,,
45,"15,625",19.24,48,"17,777.78",19.24,0.94,-0.03,0.02,0.98,,
45,"15,625",19.24,61,"20,069.44",19.24,0.74,-0.13,0.08,0.92,,
45,"15,625",19.24,69,"22,500",19.24,0.65,-0.19,0.12,0.88,,
45,"15,625",19.24,69,"25,069.44",19.24,0.65,-0.19,0.12,0.88,,
45,"15,625",19.24,69,"27,777.78",19.24,0.65,-0.19,0.12,0.88,,
45,"15,625",19.24,89,"30,625",19.24,0.51,-0.30,0.19,0.81,,
45,"15,625",19.24,97,"33,611.11",19.24,0.46,-0.33,0.21,0.79,,
45,"15,625",19.24,101,"36,736.11",19.24,0.45,-0.35,0.22,0.78,,
45,"15,625",19.24,112,"40,000",19.24,0.40,-0.40,0.25,0.75,,
48,"17,777.78",19.24,21,"5,625",19.24,2.29,0.36,0.23,0.77,,
48,"17,777.78",19.24,21,"6,944.44",19.24,2.29,0.36,0.23,0.77,,
48,"17,777.78",19.24,21,"8,402.78",19.24,2.29,0.36,0.23,0.77,,
48,"17,777.78",19.24,27,"10,000",19.24,1.78,0.25,0.16,0.84,,
48,"17,777.78",19.24,37,"11,736.11",19.24,1.30,0.11,0.07,0.93,,
48,"17,777.78",19.24,37,"13,611.11",19.24,1.30,0.11,0.07,0.93,,
48,"17,777.78",19.24,45,"15,625",19.24,1.07,0.03,0.02,0.98,,
48,"17,777.78",19.24,48,"17,777.78",19.24,1.00,0.00,0.00,1.00,,
48,"17,777.78",19.24,61,"20,069.44",19.24,0.79,-0.10,0.07,0.93,,
48,"17,777.78",19.24,69,"22,500",19.24,0.70,-0.16,0.10,0.90,,
48,"17,777.78",19.24,69,"25,069.44",19.24,0.70,-0.16,0.10,0.90,,
48,"17,777.78",19.24,69,"27,777.78",19.24,0.70,-0.16,0.10,0.90,,
48,"17,777.78",19.24,89,"30,625",19.24,0.54,-0.27,0.17,0.83,,
48,"17,777.78",19.24,97,"33,611.11",19.24,0.49,-0.31,0.19,0.81,,
48,"17,777.78",19.24,101,"36,736.11",19.24,0.48,-0.32,0.21,0.79,,
48,"17,777.78",19.24,112,"40,000",19.24,0.43,-0.37,0.23,0.77,,
61,"20,069.44",19.24,21,"5,625",19.24,2.90,0.46,0.30,0.70,,
61,"20,069.44",19.24,21,"6,944.44",19.24,2.90,0.46,0.30,0.70,,
61,"20,069.44",19.24,21,"8,402.78",19.24,2.90,0.46,0.30,0.70,,
61,"20,069.44",19.24,27,"10,000",19.24,2.26,0.35,0.23,0.77,,
61,"20,069.44",19.24,37,"11,736.11",19.24,1.65,0.22,0.14,0.86,,
61,"20,069.44",19.24,37,"13,611.11",19.24,1.65,0.22,0.14,0.86,,
61,"20,069.44",19.24,45,"15,625",19.24,1.36,0.13,0.08,0.92,,
61,"20,069.44",19.24,48,"17,777.78",19.24,1.27,0.10,0.07,0.93,,
61,"20,069.44",19.24,61,"20,069.44",19.24,1.00,0.00,0.00,1.00,,
61,"20,069.44",19.24,69,"22,500",19.24,0.88,-0.05,0.03,0.97,,
61,"20,069.44",19.24,69,"25,069.44",19.24,0.88,-0.05,0.03,0.97,,
61,"20,069.44",19.24,69,"27,777.78",19.24,0.88,-0.05,0.03,0.97,,
61,"20,069.44",19.24,89,"30,625",19.24,0.69,-0.16,0.10,0.90,,
61,"20,069.44",19.24,97,"33,611.11",19.24,0.63,-0.20,0.13,0.87,,
61,"20,069.44",19.24,101,"36,736.11",19.24,0.60,-0.22,0.14,0.86,,
61,"20,069.44",19.24,112,"40,000",19.24,0.54,-0.26,0.17,0.83,,
69,"22,500",19.24,21,"5,625",19.24,3.29,0.52,0.33,0.67,,
69,"22,500",19.24,21,"6,944.44",19.24,3.29,0.52,0.33,0.67,,
69,"22,500",19.24,21,"8,402.78",19.24,3.29,0.52,0.33,0.67,,
69,"22,500",19.24,27,"10,000",19.24,2.56,0.41,0.26,0.74,,
69,"22,500",19.24,37,"11,736.11",19.24,1.86,0.27,0.17,0.83,,
69,"22,500",19.24,37,"13,611.11",19.24,1.86,0.27,0.17,0.83,,
69,"22,500",19.24,45,"15,625",19.24,1.53,0.19,0.12,0.88,,
69,"22,500",19.24,48,"17,777.78",19.24,1.44,0.16,0.10,0.90,,
69,"22,500",19.24,61,"20,069.44",19.24,1.13,0.05,0.03,0.97,,
69,"22,500",19.24,69,"22,500",19.24,1.00,0.00,0.00,1.00,,
69,"22,500",19.24,69,"25,069.44",19.24,1.00,0.00,0.00,1.00,,
69,"22,500",19.24,69,"27,777.78",19.24,1.00,0.00,0.00,1.00,,
69,"22,500",19.24,89,"30,625",19.24,0.78,-0.11,0.07,0.93,,
69,"22,500",19.24,97,"33,611.11",19.24,0.71,-0.15,0.09,0.91,,
69,"22,500",19.24,101,"36,736.11",19.24,0.68,-0.17,0.11,0.89,,
69,"22,500",19.24,112,"40,000",19.24,0.62,-0.21,0.13,0.87,,
69,"25,069.44",19.24,21,"5,625",19.24,3.29,0.52,0.33,0.67,,
69,"25,069.44",19.24,21,"6,944.44",19.24,3.29,0.52,0.33,0.67,,
69,"25,069.44",19.24,21,"8,402.78",19.24,3.29,0.52,0.33,0.67,,
69,"25,069.44",19.24,27,"10,000",19.24,2.56,0.41,0.26,0.74,,
69,"25,069.44",19.24,37,"11,736.11",19.24,1.86,0.27,0.17,0.83,,
69,"25,069.44",19.24,37,"13,611.11",19.24,1.86,0.27,0.17,0.83,,
69,"25,069.44",19.24,45,"15,625",19.24,1.53,0.19,0.12,0.88,,
69,"25,069.44",19.24,48,"17,777.78",19.24,1.44,0.16,0.10,0.90,,
69,"25,069.44",19.24,61,"20,069.44",19.24,1.13,0.05,0.03,0.97,,
69,"25,069.44",19.24,69,"22,500",19.24,1.00,0.00,0.00,1.00,,
69,"25,069.44",19.24,69,"25,069.44",19.24,1.00,0.00,0.00,1.00,,
69,"25,069.44",19.24,69,"27,777.78",19.24,1.00,0.00,0.00,1.00,,
69,"25,069.44",19.24,89,"30,625",19.24,0.78,-0.11,0.07,0.93,,
69,"25,069.44",19.24,97,"33,611.11",19.24,0.71,-0.15,0.09,0.91,,
69,"25,069.44",19.24,101,"36,736.11",19.24,0.68,-0.17,0.11,0.89,,
69,"25,069.44",19.24,112,"40,000",19.24,0.62,-0.21,0.13,0.87,,
69,"27,777.78",19.24,21,"5,625",19.24,3.29,0.52,0.33,0.67,,
69,"27,777.78",19.24,21,"6,944.44",19.24,3.29,0.52,0.33,0.67,,
69,"27,777.78",19.24,21,"8,402.78",19.24,3.29,0.52,0.33,0.67,,
69,"27,777.78",19.24,27,"10,000",19.24,2.56,0.41,0.26,0.74,,
69,"27,777.78",19.24,37,"11,736.11",19.24,1.86,0.27,0.17,0.83,,
69,"27,777.78",19.24,37,"13,611.11",19.24,1.86,0.27,0.17,0.83,,
69,"27,777.78",19.24,45,"15,625",19.24,1.53,0.19,0.12,0.88,,
69,"27,777.78",19.24,48,"17,777.78",19.24,1.44,0.16,0.10,0.90,,
69,"27,777.78",19.24,61,"20,069.44",19.24,1.13,0.05,0.03,0.97,,
69,"27,777.78",19.24,69,"22,500",19.24,1.00,0.00,0.00,1.00,,
69,"27,777.78",19.24,69,"25,069.44",19.24,1.00,0.00,0.00,1.00,,
69,"27,777.78",19.24,69,"27,777.78",19.24,1.00,0.00,0.00,1.00,,
69,"27,777.78",19.24,89,"30,625",19.24,0.78,-0.11,0.07,0.93,,
69,"27,777.78",19.24,97,"33,611.11",19.24,0.71,-0.15,0.09,0.91,,
69,"27,777.78",19.24,101,"36,736.11",19.24,0.68,-0.17,0.11,0.89,,
69,"27,777.78",19.24,112,"40,000",19.24,0.62,-0.21,0.13,0.87,,
89,"30,625",19.24,21,"5,625",19.24,4.24,0.63,0.40,0.60,,
89,"30,625",19.24,21,"6,944.44",19.24,4.24,0.63,0.40,0.60,,
89,"30,625",19.24,21,"8,402.78",19.24,4.24,0.63,0.40,0.60,,
89,"30,625",19.24,27,"10,000",19.24,3.30,0.52,0.33,0.67,,
89,"30,625",19.24,37,"11,736.11",19.24,2.41,0.38,0.24,0.76,,
89,"30,625",19.24,37,"13,611.11",19.24,2.41,0.38,0.24,0.76,,
89,"30,625",19.24,45,"15,625",19.24,1.98,0.30,0.19,0.81,,
89,"30,625",19.24,48,"17,777.78",19.24,1.85,0.27,0.17,0.83,,
89,"30,625",19.24,61,"20,069.44",19.24,1.46,0.16,0.10,0.90,,
89,"30,625",19.24,69,"22,500",19.24,1.29,0.11,0.07,0.93,,
89,"30,625",19.24,69,"25,069.44",19.24,1.29,0.11,0.07,0.93,,
89,"30,625",19.24,69,"27,777.78",19.24,1.29,0.11,0.07,0.93,,
89,"30,625",19.24,89,"30,625",19.24,1.00,0.00,0.00,1.00,,
89,"30,625",19.24,97,"33,611.11",19.24,0.92,-0.04,0.02,0.98,,
89,"30,625",19.24,101,"36,736.11",19.24,0.88,-0.05,0.04,0.96,,
89,"30,625",19.24,112,"40,000",19.24,0.79,-0.10,0.06,0.94,,
97,"33,611.11",19.24,21,"5,625",19.24,4.62,0.66,0.42,0.58,,
97,"33,611.11",19.24,21,"6,944.44",19.24,4.62,0.66,0.42,0.58,,
97,"33,611.11",19.24,21,"8,402.78",19.24,4.62,0.66,0.42,0.58,,
97,"33,611.11",19.24,27,"10,000",19.24,3.59,0.56,0.35,0.65,,
97,"33,611.11",19.24,37,"11,736.11",19.24,2.62,0.42,0.27,0.73,,
97,"33,611.11",19.24,37,"13,611.11",19.24,2.62,0.42,0.27,0.73,,
97,"33,611.11",19.24,45,"15,625",19.24,2.16,0.33,0.21,0.79,,
97,"33,611.11",19.24,48,"17,777.78",19.24,2.02,0.31,0.19,0.81,,
97,"33,611.11",19.24,61,"20,069.44",19.24,1.59,0.20,0.13,0.87,,
97,"33,611.11",19.24,69,"22,500",19.24,1.41,0.15,0.09,0.91,,
97,"33,611.11",19.24,69,"25,069.44",19.24,1.41,0.15,0.09,0.91,,
97,"33,611.11",19.24,69,"27,777.78",19.24,1.41,0.15,0.09,0.91,,
97,"33,611.11",19.24,89,"30,625",19.24,1.09,0.04,0.02,0.98,,
97,"33,611.11",19.24,97,"33,611.11",19.24,1.00,0.00,0.00,1.00,,
97,"33,611.11",19.24,101,"36,736.11",19.24,0.96,-0.02,0.01,0.99,,
97,"33,611.11",19.24,112,"40,000",19.24,0.87,-0.06,0.04,0.96,,
101,"36,736.11",19.24,21,"5,625",19.24,4.81,0.68,0.43,0.57,,
101,"36,736.11",19.24,21,"6,944.44",19.24,4.81,0.68,0.43,0.57,,
101,"36,736.11",19.24,21,"8,402.78",19.24,4.81,0.68,0.43,0.57,,
101,"36,736.11",19.24,27,"10,000",19.24,3.74,0.57,0.37,0.63,,
101,"36,736.11",19.24,37,"11,736.11",19.24,2.73,0.44,0.28,0.72,,
101,"36,736.11",19.24,37,"13,611.11",19.24,2.73,0.44,0.28,0.72,,
101,"36,736.11",19.24,45,"15,625",19.24,2.24,0.35,0.22,0.78,,
101,"36,736.11",19.24,48,"17,777.78",19.24,2.10,0.32,0.21,0.79,,
101,"36,736.11",19.24,61,"20,069.44",19.24,1.66,0.22,0.14,0.86,,
101,"36,736.11",19.24,69,"22,500",19.24,1.46,0.17,0.11,0.89,,
101,"36,736.11",19.24,69,"25,069.44",19.24,1.46,0.17,0.11,0.89,,
101,"36,736.11",19.24,69,"27,777.78",19.24,1.46,0.17,0.11,0.89,,
101,"36,736.11",19.24,89,"30,625",19.24,1.13,0.05,0.04,0.96,,
101,"36,736.11",19.24,97,"33,611.11",19.24,1.04,0.02,0.01,0.99,,
101,"36,736.11",19.24,101,"36,736.11",19.24,1.00,0.00,0.00,1.00,,
101,"36,736.11",19.24,112,"40,000",19.24,0.90,-0.04,0.03,0.97,,
112,"40,000",19.24,21,"5,625",19.24,5.33,0.73,0.46,0.54,,
112,"40,000",19.24,21,"6,944.44",19.24,5.33,0.73,0.46,0.54,,
112,"40,000",19.24,21,"8,402.78",19.24,5.33,0.73,0.46,0.54,,
112,"40,000",19.24,27,"10,000",19.24,4.15,0.62,0.39,0.61,,
112,"40,000",19.24,37,"11,736.11",19.24,3.03,0.48,0.31,0.69,,
112,"40,000",19.24,37,"13,611.11",19.24,3.03,0.48,0.31,0.69,,
112,"40,000",19.24,45,"15,625",19.24,2.49,0.40,0.25,0.75,,
112,"40,000",19.24,48,"17,777.78",19.24,2.33,0.37,0.23,0.77,,
112,"40,000",19.24,61,"20,069.44",19.24,1.84,0.26,0.17,0.83,,
112,"40,000",19.24,69,"22,500",19.24,1.62,0.21,0.13,0.87,,
112,"40,000",19.24,69,"25,069.44",19.24,1.62,0.21,0.13,0.87,,
112,"40,000",19.24,69,"27,777.78",19.24,1.62,0.21,0.13,0.87,,
112,"40,000",19.24,89,"30,625",19.24,1.26,0.10,0.06,0.94,,
112,"40,000",19.24,97,"33,611.11",19.24,1.15,0.06,0.04,0.96,,
112,"40,000",19.24,101,"36,736.11",19.24,1.11,0.04,0.03,0.97,,
112,"40,000",19.24,112,"40,000",19.24,1.00,0.00,0.00,1.00,,
9,"5,625",27.70,9,"5,625",27.70,1.00,0.00,0.00,1.00,,
9,"5,625",27.70,13,"6,944.44",27.70,0.69,-0.16,0.10,0.90,,
9,"5,625",27.70,21,"8,402.78",27.70,0.43,-0.37,0.23,0.77,,
9,"5,625",27.70,21,"10,000",27.70,0.43,-0.37,0.23,0.77,,
9,"5,625",27.70,25,"11,736.11",27.70,0.36,-0.44,0.28,0.72,,
9,"5,625",27.70,29,"13,611.11",27.70,0.31,-0.51,0.32,0.68,,
9,"5,625",27.70,37,"15,625",27.70,0.24,-0.61,0.39,0.61,,
9,"5,625",27.70,37,"17,777.78",27.70,0.24,-0.61,0.39,0.61,,
9,"5,625",27.70,45,"20,069.44",27.70,0.20,-0.70,0.45,0.55,,
9,"5,625",27.70,45,"22,500",27.70,0.20,-0.70,0.45,0.55,,
9,"5,625",27.70,57,"25,069.44",27.70,0.16,-0.80,0.51,0.49,,
9,"5,625",27.70,61,"27,777.78",27.70,0.15,-0.83,0.53,0.47,,
9,"5,625",27.70,69,"30,625",27.70,0.13,-0.88,0.56,0.44,,
9,"5,625",27.70,69,"33,611.11",27.70,0.13,-0.88,0.56,0.44,,
9,"5,625",27.70,81,"36,736.11",27.70,0.11,-0.95,0.61,0.39,,
9,"5,625",27.70,89,"40,000",27.70,0.10,-1.00,0.63,0.37,,
13,"6,944.44",27.70,9,"5,625",27.70,1.44,0.16,0.10,0.90,,
13,"6,944.44",27.70,13,"6,944.44",27.70,1.00,0.00,0.00,1.00,,
13,"6,944.44",27.70,21,"8,402.78",27.70,0.62,-0.21,0.13,0.87,,
13,"6,944.44",27.70,21,"10,000",27.70,0.62,-0.21,0.13,0.87,,
13,"6,944.44",27.70,25,"11,736.11",27.70,0.52,-0.28,0.18,0.82,,
13,"6,944.44",27.70,29,"13,611.11",27.70,0.45,-0.35,0.22,0.78,,
13,"6,944.44",27.70,37,"15,625",27.70,0.35,-0.45,0.29,0.71,,
13,"6,944.44",27.70,37,"17,777.78",27.70,0.35,-0.45,0.29,0.71,,
13,"6,944.44",27.70,45,"20,069.44",27.70,0.29,-0.54,0.34,0.66,,
13,"6,944.44",27.70,45,"22,500",27.70,0.29,-0.54,0.34,0.66,,
13,"6,944.44",27.70,57,"25,069.44",27.70,0.23,-0.64,0.41,0.59,,
13,"6,944.44",27.70,61,"27,777.78",27.70,0.21,-0.67,0.43,0.57,,
13,"6,944.44",27.70,69,"30,625",27.70,0.19,-0.72,0.46,0.54,,
13,"6,944.44",27.70,69,"33,611.11",27.70,0.19,-0.72,0.46,0.54,,
13,"6,944.44",27.70,81,"36,736.11",27.70,0.16,-0.79,0.51,0.49,,
13,"6,944.44",27.70,89,"40,000",27.70,0.15,-0.84,0.53,0.47,,
21,"8,402.78",27.70,9,"5,625",27.70,2.33,0.37,0.23,0.77,,
21,"8,402.78",27.70,13,"6,944.44",27.70,1.62,0.21,0.13,0.87,,
21,"8,402.78",27.70,21,"8,402.78",27.70,1.00,0.00,0.00,1.00,,
21,"8,402.78",27.70,21,"10,000",27.70,1.00,0.00,0.00,1.00,,
21,"8,402.78",27.70,25,"11,736.11",27.70,0.84,-0.08,0.05,0.95,,
21,"8,402.78",27.70,29,"13,611.11",27.70,0.72,-0.14,0.09,0.91,,
21,"8,402.78",27.70,37,"15,625",27.70,0.57,-0.25,0.16,0.84,,
21,"8,402.78",27.70,37,"17,777.78",27.70,0.57,-0.25,0.16,0.84,,
21,"8,402.78",27.70,45,"20,069.44",27.70,0.47,-0.33,0.21,0.79,,
21,"8,402.78",27.70,45,"22,500",27.70,0.47,-0.33,0.21,0.79,,
21,"8,402.78",27.70,57,"25,069.44",27.70,0.37,-0.43,0.28,0.72,,
21,"8,402.78",27.70,61,"27,777.78",27.70,0.34,-0.46,0.30,0.70,,
21,"8,402.78",27.70,69,"30,625",27.70,0.30,-0.52,0.33,0.67,,
21,"8,402.78",27.70,69,"33,611.11",27.70,0.30,-0.52,0.33,0.67,,
21,"8,402.78",27.70,81,"36,736.11",27.70,0.26,-0.59,0.37,0.63,,
21,"8,402.78",27.70,89,"40,000",27.70,0.24,-0.63,0.40,0.60,,
21,"10,000",27.70,9,"5,625",27.70,2.33,0.37,0.23,0.77,,
21,"10,000",27.70,13,"6,944.44",27.70,1.62,0.21,0.13,0.87,,
21,"10,000",27.70,21,"8,402.78",27.70,1.00,0.00,0.00,1.00,,
21,"10,000",27.70,21,"10,000",27.70,1.00,0.00,0.00,1.00,,
21,"10,000",27.70,25,"11,736.11",27.70,0.84,-0.08,0.05,0.95,,
21,"10,000",27.70,29,"13,611.11",27.70,0.72,-0.14,0.09,0.91,,
21,"10,000",27.70,37,"15,625",27.70,0.57,-0.25,0.16,0.84,,
21,"10,000",27.70,37,"17,777.78",27.70,0.57,-0.25,0.16,0.84,,
21,"10,000",27.70,45,"20,069.44",27.70,0.47,-0.33,0.21,0.79,,
21,"10,000",27.70,45,"22,500",27.70,0.47,-0.33,0.21,0.79,,
21,"10,000",27.70,57,"25,069.44",27.70,0.37,-0.43,0.28,0.72,,
21,"10,000",27.70,61,"27,777.78",27.70,0.34,-0.46,0.30,0.70,,
21,"10,000",27.70,69,"30,625",27.70,0.30,-0.52,0.33,0.67,,
21,"10,000",27.70,69,"33,611.11",27.70,0.30,-0.52,0.33,0.67,,
21,"10,000",27.70,81,"36,736.11",27.70,0.26,-0.59,0.37,0.63,,
21,"10,000",27.70,89,"40,000",27.70,0.24,-0.63,0.40,0.60,,
25,"11,736.11",27.70,9,"5,625",27.70,2.78,0.44,0.28,0.72,,
