,NumLeft,FieldAreaLeft,ItemSurfaceAreaLeft,NumRight,FieldAreaRight,ItemSurfaceAreaRight,Ratio L/R,LogRatio,Log - Normalized,Difficulty Coefficient,Diff_coeff_filtering
206,89,30625.0,19.24,101,36736.11,19.24,0.88,-0.05,0.04,0.96,0.6372734677108827
207,89,30625.0,19.24,112,40000.0,19.24,0.79,-0.1,0.07,0.93,0.5100413229877608
208,97,33611.11,19.24,21,5625.0,19.24,4.62,0.66,0.45,0.55,0.5135415493568504
209,97,33611.11,19.24,21,6944.44,19.24,4.62,0.66,0.45,0.55,0.43092282028811485
210,97,33611.11,19.24,21,8402.78,19.24,4.62,0.66,0.45,0.55,0.3403321593711568
211,97,33611.11,19.24,27,10000.0,19.24,3.59,0.56,0.38,0.62,0.37278089429230954
212,97,33611.11,19.24,37,11736.11,19.24,2.62,0.42,0.29,0.71,0.46963014359896044
213,97,33611.11,19.24,37,13611.11,19.24,2.62,0.42,0.29,0.71,0.3652437693866854
214,97,33611.11,19.24,45,15625.0,19.24,2.16,0.33,0.23,0.77,0.4084029852261987
215,97,33611.11,19.24,48,17777.78,19.24,2.02,0.31,0.21,0.79,0.3398247708402798
216,97,33611.11,19.24,61,20069.44,19.24,1.59,0.2,0.14,0.86,0.48156974128828217
217,97,33611.11,19.24,69,22500.0,19.24,1.41,0.15,0.1,0.9,0.5189830315058764
218,97,33611.11,19.24,69,25069.44,19.24,1.41,0.15,0.1,0.9,0.3029807075307328
219,97,33611.11,19.24,69,27777.78,19.24,1.41,0.15,0.1,0.9,0.03190206460410835
220,97,33611.11,19.24,89,30625.0,19.24,1.09,0.04,0.03,0.97,0.46304840207297826
221,97,33611.11,19.24,97,33611.11,19.24,1.0,0.0,0.0,1.0,-0.02776467979825929
222,97,33611.11,19.24,101,36736.11,19.24,0.96,-0.02,0.01,0.99,0.8376281355718408
223,97,33611.11,19.24,112,40000.0,19.24,0.87,-0.06,0.04,0.96,0.535755546811663
224,101,36736.11,19.24,21,5625.0,19.24,4.81,0.68,0.47,0.53,0.5277197373697728
225,101,36736.11,19.24,21,6944.44,19.24,4.81,0.68,0.47,0.53,0.4503899643215449
226,101,36736.11,19.24,21,8402.78,19.24,4.81,0.68,0.47,0.53,0.3662527521641104
227,101,36736.11,19.24,27,10000.0,19.24,3.74,0.57,0.39,0.61,0.40067064033696126
228,101,36736.11,19.24,37,11736.11,19.24,2.73,0.44,0.3,0.7,0.49578940351379597
229,101,36736.11,19.24,37,13611.11,19.24,2.73,0.44,0.3,0.7,0.4023941340214908
230,101,36736.11,19.24,45,15625.0,19.24,2.24,0.35,0.24,0.76,0.44836206317832344
231,101,36736.11,19.24,48,17777.78,19.24,2.1,0.32,0.22,0.78,0.3931122199754267
232,101,36736.11,19.24,61,20069.44,19.24,1.66,0.22,0.15,0.85,0.529889327791697
233,101,36736.11,19.24,69,22500.0,19.24,1.46,0.17,0.11,0.89,0.5730848481422
234,101,36736.11,19.24,69,25069.44,19.24,1.46,0.17,0.11,0.89,0.41225330564384993
235,101,36736.11,19.24,69,27777.78,19.24,1.46,0.17,0.11,0.89,0.1817922691841981
236,101,36736.11,19.24,89,30625.0,19.24,1.13,0.05,0.04,0.96,0.6372734677108827
237,101,36736.11,19.24,97,33611.11,19.24,1.04,0.02,0.01,0.99,0.8376281355718415
238,101,36736.11,19.24,101,36736.11,19.24,1.0,0.0,0.0,1.0,-0.02776467979825929
239,101,36736.11,19.24,112,40000.0,19.24,0.9,-0.04,0.03,0.97,0.269858988437505
240,112,40000.0,19.24,21,5625.0,19.24,5.33,0.73,0.5,0.5,0.5154998983850649
241,112,40000.0,19.24,21,6944.44,19.24,5.33,0.73,0.5,0.5,0.4410177565295442
242,112,40000.0,19.24,21,8402.78,19.24,5.33,0.73,0.5,0.5,0.36079358546892715
243,112,40000.0,19.24,27,10000.0,19.24,4.15,0.62,0.42,0.58,0.3922352261703476
244,112,40000.0,19.24,37,11736.11,19.24,3.03,0.48,0.33,0.67,0.4788444416757188
245,112,40000.0,19.24,37,13611.11,19.24,3.03,0.48,0.33,0.67,0.3914070183370263
246,112,40000.0,19.24,45,15625.0,19.24,2.49,0.4,0.27,0.73,0.4311595317945194
247,112,40000.0,19.24,48,17777.78,19.24,2.33,0.37,0.25,0.75,0.37958820567855417
248,112,40000.0,19.24,61,20069.44,19.24,1.84,0.26,0.18,0.82,0.4950668631035676
249,112,40000.0,19.24,69,22500.0,19.24,1.62,0.21,0.14,0.86,0.5240377832759472
250,112,40000.0,19.24,69,25069.44,19.24,1.62,0.21,0.14,0.86,0.3850868285324107
251,112,40000.0,19.24,69,27777.78,19.24,1.62,0.21,0.14,0.86,0.20169829870291345
252,112,40000.0,19.24,89,30625.0,19.24,1.26,0.1,0.07,0.93,0.5100413229877608
253,112,40000.0,19.24,97,33611.11,19.24,1.15,0.06,0.04,0.96,0.535755546811663
254,112,40000.0,19.24,101,36736.11,19.24,1.11,0.04,0.03,0.97,0.2698589884375061
255,112,40000.0,19.24,112,40000.0,19.24,1.0,0.0,0.0,1.0,-0.02776467979825929
256,9,5625.0,27.7,9,5625.0,27.7,1.0,0.0,0.0,1.0,-0.02776467979825929
257,9,5625.0,27.7,13,6944.44,27.7,0.69,-0.16,0.11,0.89,0.01310995805258506
258,9,5625.0,27.7,21,8402.78,27.7,0.43,-0.37,0.25,0.75,0.163421635604938
259,9,5625.0,27.7,21,10000.0,27.7,0.43,-0.37,0.25,0.75,0.12143677546830467
260,9,5625.0,27.7,25,11736.11,27.7,0.36,-0.44,0.3,0.7,0.16708471390716745
261,9,5625.0,27.7,29,13611.11,27.7,0.31,-0.51,0.35,0.65,0.2041880775773085
262,9,5625.0,27.7,37,15625.0,27.7,0.24,-0.61,0.42,0.58,0.17012368258537014
263,9,5625.0,27.7,37,17777.78,27.7,0.24,-0.61,0.42,0.58,0.2612408674687227
264,9,5625.0,27.7,45,20069.44,27.7,0.2,-0.7,0.48,0.52,0.23892633375964314
265,9,5625.0,27.7,45,22500.0,27.7,0.2,-0.7,0.48,0.52,0.3034177914900359
266,9,5625.0,27.7,57,25069.44,27.7,0.16,-0.8,0.55,0.45,0.25719230153146483
267,9,5625.0,27.7,61,27777.78,27.7,0.15,-0.83,0.57,0.43,0.27993700690717566
268,9,5625.0,27.7,69,30625.0,27.7,0.13,-0.88,0.6,0.4,0.27762080908741893
269,9,5625.0,27.7,69,33611.11,27.7,0.13,-0.88,0.6,0.4,0.3171919374320867
270,9,5625.0,27.7,81,36736.11,27.7,0.11,-0.95,0.65,0.35,0.2971218745576291
271,9,5625.0,27.7,89,40000.0,27.7,0.1,-1.0,0.68,0.32,0.29888946562576396
272,13,6944.44,27.7,9,5625.0,27.7,1.44,0.16,0.11,0.89,0.013109958052584707
273,13,6944.44,27.7,13,6944.44,27.7,1.0,0.0,0.0,1.0,-0.02776467979825929
274,13,6944.44,27.7,21,8402.78,27.7,0.62,-0.21,0.14,0.86,0.29692494259615626
275,13,6944.44,27.7,21,10000.0,27.7,0.62,-0.21,0.14,0.86,0.20938887538874032
276,13,6944.44,27.7,25,11736.11,27.7,0.52,-0.28,0.19,0.81,0.2504483587176005
277,13,6944.44,27.7,29,13611.11,27.7,0.45,-0.35,0.24,0.76,0.28366596289290036
