NumLeft,FieldAreaLeft,ItemSurfaceAreaLeft,NumRight,FieldAreaRight,ItemSurfaceAreaRight,Ratio L/R,LogRatio,Log - Normalized,Difficulty Coefficient,,
45,15625,19.24,89,30625,19.24,0.51,-0.30,0.20,0.80,,
45,15625,19.24,97,33611.11,19.24,0.46,-0.33,0.23,0.77,,
45,15625,19.24,101,36736.11,19.24,0.45,-0.35,0.24,0.76,,
45,15625,19.24,112,40000,19.24,0.40,-0.40,0.27,0.73,,
48,17777.78,19.24,21,5625,19.24,2.29,0.36,0.25,0.75,,
48,17777.78,19.24,21,6944.44,19.24,2.29,0.36,0.25,0.75,,
48,17777.78,19.24,21,8402.78,19.24,2.29,0.36,0.25,0.75,,
48,17777.78,19.24,27,10000,19.24,1.78,0.25,0.17,0.83,,
48,17777.78,19.24,37,11736.11,19.24,1.30,0.11,0.08,0.92,,
48,17777.78,19.24,37,13611.11,19.24,1.30,0.11,0.08,0.92,,
48,17777.78,19.24,45,15625,19.24,1.07,0.03,0.02,0.98,,
48,17777.78,19.24,48,17777.78,19.24,1.00,0.00,0.00,1.00,,
48,17777.78,19.24,61,20069.44,19.24,0.79,-0.10,0.07,0.93,,
48,17777.78,19.24,69,22500,19.24,0.70,-0.16,0.11,0.89,,
48,17777.78,19.24,69,25069.44,19.24,0.70,-0.16,0.11,0.89,,
48,17777.78,19.24,69,27777.78,19.24,0.70,-0.16,0.11,0.89,,
48,17777.78,19.24,89,30625,19.24,0.54,-0.27,0.18,0.82,,
48,17777.78,19.24,97,33611.11,19.24,0.49,-0.31,0.21,0.79,,
48,17777.78,19.24,101,36736.11,19.24,0.48,-0.32,0.22,0.78,,
48,17777.78,19.24,112,40000,19.24,0.43,-0.37,0.25,0.75,,
61,20069.44,19.24,21,5625,19.24,2.90,0.46,0.32,0.68,,
61,20069.44,19.24,21,6944.44,19.24,2.90,0.46,0.32,0.68,,
61,20069.44,19.24,21,8402.78,19.24,2.90,0.46,0.32,0.68,,
61,20069.44,19.24,27,10000,19.24,2.26,0.35,0.24,0.76,,
61,20069.44,19.24,37,11736.11,19.24,1.65,0.22,0.15,0.85,,
61,20069.44,19.24,37,13611.11,19.24,1.65,0.22,0.15,0.85,,
61,20069.44,19.24,45,15625,19.24,1.36,0.13,0.09,0.91,,
61,20069.44,19.24,48,17777.78,19.24,1.27,0.10,0.07,0.93,,
61,20069.44,19.24,61,20069.44,19.24,1.00,0.00,0.00,1.00,,
61,20069.44,19.24,69,22500,19.24,0.88,-0.05,0.04,0.96,,
61,20069.44,19.24,69,25069.44,19.24,0.88,-0.05,0.04,0.96,,
61,20069.44,19.24,69,27777.78,19.24,0.88,-0.05,0.04,0.96,,
61,20069.44,19.24,89,30625,19.24,0.69,-0.16,0.11,0.89,,
61,20069.44,19.24,97,33611.11,19.24,0.63,-0.20,0.14,0.86,,
61,20069.44,19.24,101,36736.11,19.24,0.60,-0.22,0.15,0.85,,
61,20069.44,19.24,112,40000,19.24,0.54,-0.26,0.18,0.82,,
69,22500,19.24,21,5625,19.24,3.29,0.52,0.35,0.65,,
69,22500,19.24,21,6944.44,19.24,3.29,0.52,0.35,0.65,,
69,22500,19.24,21,8402.78,19.24,3.29,0.52,0.35,0.65,,
69,22500,19.24,27,10000,19.24,2.56,0.41,0.28,0.72,,
69,22500,19.24,37,11736.11,19.24,1.86,0.27,0.19,0.81,,
69,22500,19.24,37,13611.11,19.24,1.86,0.27,0.19,0.81,,
69,22500,19.24,45,15625,19.24,1.53,0.19,0.13,0.87,,
69,22500,19.24,48,17777.78,19.24,1.44,0.16,0.11,0.89,,
69,22500,19.24,61,20069.44,19.24,1.13,0.05,0.04,0.96,,
69,22500,19.24,69,22500,19.24,1.00,0.00,0.00,1.00,,
69,22500,19.24,69,25069.44,19.24,1.00,0.00,0.00,1.00,,
69,22500,19.24,69,27777.78,19.24,1.00,0.00,0.00,1.00,,
69,22500,19.24,89,30625,19.24,0.78,-0.11,0.08,0.92,,
69,22500,19.24,97,33611.11,19.24,0.71,-0.15,0.10,0.90,,
69,22500,19.24,101,36736.11,19.24,0.68,-0.17,0.11,0.89,,
69,22500,19.24,112,40000,19.24,0.62,-0.21,0.14,0.86,,
69,25069.44,19.24,21,5625,19.24,3.29,0.52,0.35,0.65,,
69,25069.44,19.24,21,6944.44,19.24,3.29,0.52,0.35,0.65,,
69,25069.44,19.24,21,8402.78,19.24,3.29,0.52,0.35,0.65,,
69,25069.44,19.24,27,10000,19.24,2.56,0.41,0.28,0.72,,
69,25069.44,19.24,37,11736.11,19.24,1.86,0.27,0.19,0.81,,
69,25069.44,19.24,37,13611.11,19.24,1.86,0.27,0.19,0.81,,
69,25069.44,19.24,45,15625,19.24,1.53,0.19,0.13,0.87,,
69,25069.44,19.24,48,17777.78,19.24,1.44,0.16,0.11,0.89,,
69,25069.44,19.24,61,20069.44,19.24,1.13,0.05,0.04,0.96,,
69,25069.44,19.24,69,22500,19.24,1.00,0.00,0.00,1.00,,
69,25069.44,19.24,69,25069.44,19.24,1.00,0.00,0.00,1.00,,
69,25069.44,19.24,69,27777.78,19.24,1.00,0.00,0.00,1.00,,
69,25069.44,19.24,89,30625,19.24,0.78,-0.11,0.08,0.92,,
69,25069.44,19.24,97,33611.11,19.24,0.71,-0.15,0.10,0.90,,
69,25069.44,19.24,101,36736.11,19.24,0.68,-0.17,0.11,0.89,,
69,25069.44,19.24,112,40000,19.24,0.62,-0.21,0.14,0.86,,
69,27777.78,19.24,21,5625,19.24,3.29,0.52,0.35,0.65,,
69,27777.78,19.24,21,6944.44,19.24,3.29,0.52,0.35,0.65,,
69,27777.78,19.24,21,8402.78,19.24,3.29,0.52,0.35,0.65,,
69,27777.78,19.24,27,10000,19.24,2.56,0.41,0.28,0.72,,
69,27777.78,19.24,37,11736.11,19.24,1.86,0.27,0.19,0.81,,
69,27777.78,19.24,37,13611.11,19.24,1.86,0.27,0.19,0.81,,
69,27777.78,19.24,45,15625,19.24,1.53,0.19,0.13,0.87,,
69,27777.78,19.24,48,17777.78,19.24,1.44,0.16,0.11,0.89,,
69,27777.78,19.24,61,20069.44,19.24,1.13,0.05,0.04,0.96,,
69,27777.78,19.24,69,22500,19.24,1.00,0.00,0.00,1.00,,
69,27777.78,19.24,69,25069.44,19.24,1.00,0.00,0.00,1.00,,
69,27777.78,19.24,69,27777.78,19.24,1.00,0.00,0.00,1.00,,
69,27777.78,19.24,89,30625,19.24,0.78,-0.11,0.08,0.92,,
69,27777.78,19.24,97,33611.11,19.24,0.71,-0.15,0.10,0.90,,
69,27777.78,19.24,101,36736.11,19.24,0.68,-0.17,0.11,0.89,,
69,27777.78,19.24,112,40000,19.24,0.62,-0.21,0.14,0.86,,
89,30625,19.24,21,5625,19.24,4.24,0.63,0.43,0.57,,
89,30625,19.24,21,6944.44,19.24,4.24,0.63,0.43,0.57,,
89,30625,19.24,21,8402.78,19.24,4.24,0.63,0.43,0.57,,
89,30625,19.24,27,10000,19.24,3.30,0.52,0.35,0.65,,
89,30625,19.24,37,11736.11,19.24,2.41,0.38,0.26,0.74,,
89,30625,19.24,37,13611.11,19.24,2.41,0.38,0.26,0.74,,
89,30625,19.24,45,15625,19.24,1.98,0.30,0.20,0.80,,
89,30625,19.24,48,17777.78,19.24,1.85,0.27,0.18,0.82,,
89,30625,19.24,61,20069.44,19.24,1.46,0.16,0.11,0.89,,
89,30625,19.24,69,22500,19.24,1.29,0.11,0.08,0.92,,
89,30625,19.24,69,25069.44,19.24,1.29,0.11,0.08,0.92,,
89,30625,19.24,69,27777.78,19.24,1.29,0.11,0.08,0.92,,
89,30625,19.24,89,30625,19.24,1.00,0.00,0.00,1.00,,
89,30625,19.24,97,33611.11,19.24,0.92,-0.04,0.03,0.97,,
89,30625,19.24,101,36736.11,19.24,0.88,-0.05,0.04,0.96,,
89,30625,19.24,112,40000,19.24,0.79,-0.10,0.07,0.93,,
97,33611.11,19.24,21,5625,19.24,4.62,0.66,0.45,0.55,,
97,33611.11,19.24,21,6944.44,19.24,4.62,0.66,0.45,0.55,,
97,33611.11,19.24,21,8402.78,19.24,4.62,0.66,0.45,0.55,,
97,33611.11,19.24,27,10000,19.24,3.59,0.56,0.38,0.62,,
97,33611.11,19.24,37,11736.11,19.24,2.62,0.42,0.29,0.71,,
97,33611.11,19.24,37,13611.11,19.24,2.62,0.42,0.29,0.71,,
97,33611.11,19.24,45,15625,19.24,2.16,0.33,0.23,0.77,,
97,33611.11,19.24,48,17777.78,19.24,2.02,0.31,0.21,0.79,,
97,33611.11,19.24,61,20069.44,19.24,1.59,0.20,0.14,0.86,,
97,33611.11,19.24,69,22500,19.24,1.41,0.15,0.10,0.90,,
97,33611.11,19.24,69,25069.44,19.24,1.41,0.15,0.10,0.90,,
97,33611.11,19.24,69,27777.78,19.24,1.41,0.15,0.10,0.90,,
97,33611.11,19.24,89,30625,19.24,1.09,0.04,0.03,0.97,,
97,33611.11,19.24,97,33611.11,19.24,1.00,0.00,0.00,1.00,,
97,33611.11,19.24,101,36736.11,19.24,0.96,-0.02,0.01,0.99,,
97,33611.11,19.24,112,40000,19.24,0.87,-0.06,0.04,0.96,,
101,36736.11,19.24,21,5625,19.24,4.81,0.68,0.47,0.53,,
101,36736.11,19.24,21,6944.44,19.24,4.81,0.68,0.47,0.53,,
101,36736.11,19.24,21,8402.78,19.24,4.81,0.68,0.47,0.53,,
101,36736.11,19.24,27,10000,19.24,3.74,0.57,0.39,0.61,,
101,36736.11,19.24,37,11736.11,19.24,2.73,0.44,0.30,0.70,,
101,36736.11,19.24,37,13611.11,19.24,2.73,0.44,0.30,0.70,,
101,36736.11,19.24,45,15625,19.24,2.24,0.35,0.24,0.76,,
101,36736.11,19.24,48,17777.78,19.24,2.10,0.32,0.22,0.78,,
101,36736.11,19.24,61,20069.44,19.24,1.66,0.22,0.15,0.85,,
101,36736.11,19.24,69,22500,19.24,1.46,0.17,0.11,0.89,,
101,36736.11,19.24,69,25069.44,19.24,1.46,0.17,0.11,0.89,,
101,36736.11,19.24,69,27777.78,19.24,1.46,0.17,0.11,0.89,,
101,36736.11,19.24,89,30625,19.24,1.13,0.05,0.04,0.96,,
101,36736.11,19.24,97,33611.11,19.24,1.04,0.02,0.01,0.99,,
101,36736.11,19.24,101,36736.11,19.24,1.00,0.00,0.00,1.00,,
101,36736.11,19.24,112,40000,19.24,0.90,-0.04,0.03,0.97,,
112,40000,19.24,21,5625,19.24,5.33,0.73,0.50,0.50,,
112,40000,19.24,21,6944.44,19.24,5.33,0.73,0.50,0.50,,
112,40000,19.24,21,8402.78,19.24,5.33,0.73,0.50,0.50,,
112,40000,19.24,27,10000,19.24,4.15,0.62,0.42,0.58,,
112,40000,19.24,37,11736.11,19.24,3.03,0.48,0.33,0.67,,
112,40000,19.24,37,13611.11,19.24,3.03,0.48,0.33,0.67,,
112,40000,19.24,45,15625,19.24,2.49,0.40,0.27,0.73,,
112,40000,19.24,48,17777.78,19.24,2.33,0.37,0.25,0.75,,
112,40000,19.24,61,20069.44,19.24,1.84,0.26,0.18,0.82,,
112,40000,19.24,69,22500,19.24,1.62,0.21,0.14,0.86,,
112,40000,19.24,69,25069.44,19.24,1.62,0.21,0.14,0.86,,
112,40000,19.24,69,27777.78,19.24,1.62,0.21,0.14,0.86,,
112,40000,19.24,89,30625,19.24,1.26,0.10,0.07,0.93,,
112,40000,19.24,97,33611.11,19.24,1.15,0.06,0.04,0.96,,
112,40000,19.24,101,36736.11,19.24,1.11,0.04,0.03,0.97,,
112,40000,19.24,112,40000,19.24,1.00,0.00,0.00,1.00,,
9,5625,27.7,9,5625,27.7,1.00,0.00,0.00,1.00,,
9,5625,27.7,13,6944.44,27.7,0.69,-0.16,0.11,0.89,,
9,5625,27.7,21,8402.78,27.7,0.43,-0.37,0.25,0.75,,
9,5625,27.7,21,10000,27.7,0.43,-0.37,0.25,0.75,,
9,5625,27.7,25,11736.11,27.7,0.36,-0.44,0.30,0.70,,
9,5625,27.7,29,13611.11,27.7,0.31,-0.51,0.35,0.65,,
9,5625,27.7,37,15625,27.7,0.24,-0.61,0.42,0.58,,
9,5625,27.7,37,17777.78,27.7,0.24,-0.61,0.42,0.58,,
9,5625,27.7,45,20069.44,27.7,0.20,-0.70,0.48,0.52,,
9,5625,27.7,45,22500,27.7,0.20,-0.70,0.48,0.52,,
9,5625,27.7,57,25069.44,27.7,0.16,-0.80,0.55,0.45,,
9,5625,27.7,61,27777.78,27.7,0.15,-0.83,0.57,0.43,,
9,5625,27.7,69,30625,27.7,0.13,-0.88,0.60,0.40,,
9,5625,27.7,69,33611.11,27.7,0.13,-0.88,0.60,0.40,,
9,5625,27.7,81,36736.11,27.7,0.11,-0.95,0.65,0.35,,
9,5625,27.7,89,40000,27.7,0.10,-1.00,0.68,0.32,,
13,6944.44,27.7,9,5625,27.7,1.44,0.16,0.11,0.89,,
13,6944.44,27.7,13,6944.44,27.7,1.00,0.00,0.00,1.00,,
13,6944.44,27.7,21,8402.78,27.7,0.62,-0.21,0.14,0.86,,
13,6944.44,27.7,21,10000,27.7,0.62,-0.21,0.14,0.86,,
13,6944.44,27.7,25,11736.11,27.7,0.52,-0.28,0.19,0.81,,
13,6944.44,27.7,29,13611.11,27.7,0.45,-0.35,0.24,0.76,,
13,6944.44,27.7,37,15625,27.7,0.35,-0.45,0.31,0.69,,
13,6944.44,27.7,37,17777.78,27.7,0.35,-0.45,0.31,0.69,,
13,6944.44,27.7,45,20069.44,27.7,0.29,-0.54,0.37,0.63,,
13,6944.44,27.7,45,22500,27.7,0.29,-0.54,0.37,0.63,,
13,6944.44,27.7,57,25069.44,27.7,0.23,-0.64,0.44,0.56,,
13,6944.44,27.7,61,27777.78,27.7,0.21,-0.67,0.46,0.54,,
13,6944.44,27.7,69,30625,27.7,0.19,-0.72,0.50,0.50,,
13,6944.44,27.7,69,33611.11,27.7,0.19,-0.72,0.50,0.50,,
13,6944.44,27.7,81,36736.11,27.7,0.16,-0.79,0.54,0.46,,
13,6944.44,27.7,89,40000,27.7,0.15,-0.84,0.57,0.43,,
21,8402.78,27.7,9,5625,27.7,2.33,0.37,0.25,0.75,,
21,8402.78,27.7,13,6944.44,27.7,1.62,0.21,0.14,0.86,,
21,8402.78,27.7,21,8402.78,27.7,1.00,0.00,0.00,1.00,,
21,8402.78,27.7,21,10000,27.7,1.00,0.00,0.00,1.00,,
21,8402.78,27.7,25,11736.11,27.7,0.84,-0.08,0.05,0.95,,
21,8402.78,27.7,29,13611.11,27.7,0.72,-0.14,0.10,0.90,,
21,8402.78,27.7,37,15625,27.7,0.57,-0.25,0.17,0.83,,
21,8402.78,27.7,37,17777.78,27.7,0.57,-0.25,0.17,0.83,,
21,8402.78,27.7,45,20069.44,27.7,0.47,-0.33,0.23,0.77,,
21,8402.78,27.7,45,22500,27.7,0.47,-0.33,0.23,0.77,,
21,8402.78,27.7,57,25069.44,27.7,0.37,-0.43,0.30,0.70,,
21,8402.78,27.7,61,27777.78,27.7,0.34,-0.46,0.32,0.68,,
21,8402.78,27.7,69,30625,27.7,0.30,-0.52,0.35,0.65,,
21,8402.78,27.7,69,33611.11,27.7,0.30,-0.52,0.35,0.65,,
21,8402.78,27.7,81,36736.11,27.7,0.26,-0.59,0.40,0.60,,
21,8402.78,27.7,89,40000,27.7,0.24,-0.63,0.43,0.57,,
21,10000,27.7,9,5625,27.7,2.33,0.37,0.25,0.75,,
21,10000,27.7,13,6944.44,27.7,1.62,0.21,0.14,0.86,,
21,10000,27.7,21,8402.78,27.7,1.00,0.00,0.00,1.00,,
21,10000,27.7,21,10000,27.7,1.00,0.00,0.00,1.00,,
21,10000,27.7,25,11736.11,27.7,0.84,-0.08,0.05,0.95,,
21,10000,27.7,29,13611.11,27.7,0.72,-0.14,0.10,0.90,,
21,10000,27.7,37,15625,27.7,0.57,-0.25,0.17,0.83,,
21,10000,27.7,37,17777.78,27.7,0.57,-0.25,0.17,0.83,,
21,10000,27.7,45,20069.44,27.7,0.47,-0.33,0.23,0.77,,
21,10000,27.7,45,22500,27.7,0.47,-0.33,0.23,0.77,,
21,10000,27.7,57,25069.44,27.7,0.37,-0.43,0.30,0.70,,
21,10000,27.7,61,27777.78,27.7,0.34,-0.46,0.32,0.68,,
21,10000,27.7,69,30625,27.7,0.30,-0.52,0.35,0.65,,
21,10000,27.7,69,33611.11,27.7,0.30,-0.52,0.35,0.65,,
21,10000,27.7,81,36736.11,27.7,0.26,-0.59,0.40,0.60,,
21,10000,27.7,89,40000,27.7,0.24,-0.63,0.43,0.57,,
25,11736.11,27.7,9,5625,27.7,2.78,0.44,0.30,0.70,,
25,11736.11,27.7,13,6944.44,27.7,1.92,0.28,0.19,0.81,,
25,11736.11,27.7,21,8402.78,27.7,1.19,0.08,0.05,0.95,,
25,11736.11,27.7,21,10000,27.7,1.19,0.08,0.05,0.95,,
25,11736.11,27.7,25,11736.11,27.7,1.00,0.00,0.00,1.00,,
25,11736.11,27.7,29,13611.11,27.7,0.86,-0.06,0.04,0.96,,
25,11736.11,27.7,37,15625,27.7,0.68,-0.17,0.12,0.88,,
25,11736.11,27.7,37,17777.78,27.7,0.68,-0.17,0.12,0.88,,
25,11736.11,27.7,45,20069.44,27.7,0.56,-0.26,0.17,0.83,,
25,11736.11,27.7,45,22500,27.7,0.56,-0.26,0.17,0.83,,
25,11736.11,27.7,57,25069.44,27.7,0.44,-0.36,0.24,0.76,,
25,11736.11,27.7,61,27777.78,27.7,0.41,-0.39,0.26,0.74,,
25,11736.11,27.7,69,30625,27.7,0.36,-0.44,0.30,0.70,,
25,11736.11,27.7,69,33611.11,27.7,0.36,-0.44,0.30,0.70,,
25,11736.11,27.7,81,36736.11,27.7,0.31,-0.51,0.35,0.65,,
25,11736.11,27.7,89,40000,27.7,0.28,-0.55,0.38,0.62,,
29,13611.11,27.7,9,5625,27.7,3.22,0.51,0.35,0.65,,
29,13611.11,27.7,13,6944.44,27.7,2.23,0.35,0.24,0.76,,
29,13611.11,27.7,21,8402.78,27.7,1.38,0.14,0.10,0.90,,
29,13611.11,27.7,21,10000,27.7,1.38,0.14,0.10,0.90,,
29,13611.11,27.7,25,11736.11,27.7,1.16,0.06,0.04,0.96,,
29,13611.11,27.7,29,13611.11,27.7,1.00,0.00,0.00,1.00,,
29,13611.11,27.7,37,15625,27.7,0.78,-0.11,0.07,0.93,,
29,13611.11,27.7,37,17777.78,27.7,0.78,-0.11,0.07,0.93,,
29,13611.11,27.7,45,20069.44,27.7,0.64,-0.19,0.13,0.87,,
29,13611.11,27.7,45,22500,27.7,0.64,-0.19,0.13,0.87,,
29,13611.11,27.7,57,25069.44,27.7,0.51,-0.29,0.20,0.80,,
29,13611.11,27.7,61,27777.78,27.7,0.48,-0.32,0.22,0.78,,
29,13611.11,27.7,69,30625,27.7,0.42,-0.38,0.26,0.74,,
29,13611.11,27.7,69,33611.11,27.7,0.42,-0.38,0.26,0.74,,
29,13611.11,27.7,81,36736.11,27.7,0.36,-0.45,0.31,0.69,,
29,13611.11,27.7,89,40000,27.7,0.33,-0.49,0.33,0.67,,
37,15625,27.7,9,5625,27.7,4.11,0.61,0.42,0.58,,
